82;AELBERS;RENIER;51294364;VELDSTRAAT;120;1940;LEUVEN;BELGIUM;29/05/1952 0:00;LEKE;BELGIUM;member
5970;AELBERS;ARNOLDUS;66646445;VINKENSTRAAT;106;3922;MOLENBEEK;BELGIUM;4/03/1958 0:00;BOORSEM;BELGIUM;nonmember
4776;AELBERS;MATHIEU;15049641;BURG. PREVOTLAAN;101;4001;MAASMECHELEN;BELGIUM;4/06/1960 0:00;KORTRIJK;BELGIUM;member
262;AELBERS;JOZEF;56640679;LADDERSTRAAT;96;2883;KORTRIJK;BELGIUM;30/09/1959 0:00;GENT;BELGIUM;nonmember
3369;AELBERS;RENE;47060683;STEENWEG OP WIJCHMAAL;86;4304;ZUIENKERKE;BELGIUM;3/07/1968 0:00;LANAKEN;BELGIUM;member
7288;AELBERS;LUDOVICUS;23288722;STAATSBAAN;80;2745;TERNAT;BELGIUM;28/02/1967 0:00;BRUSTEM;BELGIUM;nonmember
1197;AELBERS;LEON;12164539;VELDSTRAAT;78;2262;ZUIENKERKE;BELGIUM;6/01/1955 0:00;KOKSIJDE;BELGIUM;member
6529;AELBERS;JOSEPHINE;95409561;PASTOOR GOOSSENSLAAN;77;4172;ZUIENKERKE;BELGIUM;12/04/1956 0:00;IEPER;BELGIUM;nonmember
5610;AELBERS;FERDINAND;57011165;LADDERSTRAAT;65;2251;MARIAKERKE;BELGIUM;6/07/1971 0:00;ZUTENDAAL;BELGIUM;member
2247;AELBERS;WILHELMUS;16354828;HOUTERSTRAAT;61;3197;ANTWERPEN;BELGIUM;13/02/1959 0:00;LEUVEN;BELGIUM;nonmember
8529;AELBERS;JOSEPHINE;13741727;KASTEELSTRAAT;58;3812;ATH;BELGIUM;18/09/1967 0:00;REKEM;BELGIUM;member
7469;AELBERS;RENIER;58267368;TIENSE VEST;58;1407;NAMEN;BELGIUM;2/03/1955 0:00;ROESELARE;BELGIUM;nonmember
3936;AELBERS;GERARD;97091017;STEENWEG OP WIJCHMAAL;55;3865;WENDUINE;BELGIUM;1/08/1957 0:00;DOORNIK;BELGIUM;member
7046;AELBERS;JAN;86471535;HEIRBAAN;40;5392;IZEGEM;BELGIUM;4/06/1956 0:00;LUIK;BELGIUM;nonmember
3832;AELBERS;GERARD;37262278;HOENDERSTRAAT;35;4329;LEKE;BELGIUM;26/05/1956 0:00;ZUIENKERKE;BELGIUM;member
187;AELBERS;MARCEL;16725315;HOUTERSTRAAT;30;2565;BOORSEM;BELGIUM;19/11/1961 0:00;BRUGGE;BELGIUM;nonmember
4397;AELBERS;ALBERT;88695958;DOBBELSTEYNSTRAAT;29;5946;DE PANNE;BELGIUM;15/01/1964 0:00;BRUSSEL;BELGIUM;member
6946;AELBERS;NICOLAAS;18073376;HOEKSTRAAT;24;1529;HEVERLEE;BELGIUM;15/05/1957 0:00;DILSEN-STOKKEM;BELGIUM;nonmember
2396;AELBERS;RAPHAEL;47768137;REINPADSTRAAT;20;1470;OOSTENDE;BELGIUM;19/06/1967 0:00;IEPER;BELGIUM;member
1640;AELBERS;WILLY;15969204;VELDSTRAAT;12;4502;BLANKENBERGE;BELGIUM;2/03/1957 0:00;ANTWERPEN;BELGIUM;nonmember
2269;AELBERS;JOANNES;36514349;STEENWEG;11;4253;WENDUINE;BELGIUM;13/09/1952 0:00;MENEN;BELGIUM;member
7259;AELBERS;FERDINAND;96405000;HOOLSTERBERG;10;4087;ATH;BELGIUM;15/01/1954 0:00;HOGNOUL;BELGIUM;nonmember
6916;AELBERS;HERWIG;24584554;PATER VERBOISLAAN;9;3743;WENDUINE;BELGIUM;15/05/1960 0:00;MAASMECHELEN;BELGIUM;member
3616;AELBERS;THEODOOR;91804923;ST. ANTONIUSSTRAAT;5;1085;AALST;BELGIUM;14/08/1954 0:00;BREDENE;BELGIUM;nonmember
3858;AMERICA;LEON;12821318;HOENDERSTRAAT;249;2243;MOLENBEEK;BELGIUM;4/03/1977 0:00;HEIST;BELGIUM;member
9827;AMERICA;FERDINAND;80759670;KAMPSTRAAT;246;5143;ZEDELGEM;BELGIUM;16/09/1953 0:00;KOKSIJDE;BELGIUM;nonmember
9348;AMERICA;RENE;24032750;KOMMELSTRAAT;239;1617;GISTEL;BELGIUM;19/05/1964 0:00;BERCHEM;BELGIUM;member
1460;AMERICA;SIBILIA;46589691;HEIWYCKSTRAAT;234;1653;LANAKEN;BELGIUM;13/03/1954 0:00;OPGRIMBIE;BELGIUM;nonmember
4568;AMERICA;LEON;73275008;PASTOOR GOOSSENSLAAN;233;2326;ZWEVEGEM;BELGIUM;8/12/1951 0:00;BLANKENBERGE;BELGIUM;member
5592;AMERICA;MARIE-GILBERT;73091293;KASTEELSTRAAT;232;2710;LEUVEN;BELGIUM;10/03/1954 0:00;MAASMECHELEN;BELGIUM;nonmember
2196;AMERICA;LUDOVICUS;83476383;KERKSTRAAT;226;4382;LEFFINGE;BELGIUM;22/08/1954 0:00;REKEM;BELGIUM;member
5528;AMERICA;RAYMOND;84398673;PASTOOR GOOSSENSLAAN;220;5876;BREDENE;BELGIUM;12/03/1968 0:00;ZUIENKERKE;BELGIUM;nonmember
9269;AMERICA;ANNA;13296073;ASPREMONT LYNDENLAAN;215;4744;MIDDELKERKE;BELGIUM;24/01/1963 0:00;LEUVEN;BELGIUM;member
3677;AMERICA;RENE;89741416;PIJPENPOORT;215;4758;BOORSEM;BELGIUM;18/01/1963 0:00;DE PANNE;BELGIUM;nonmember
5670;AMERICA;LAMBERT;86218434;PUTSTRAAT;214;2214;BRASSCHAAT;BELGIUM;16/11/1978 0:00;MIDDELKERKE;BELGIUM;member
6049;AMERICA;DESIRE;78057766;LIJSTERSTRAAT;209;1095;AALST;BELGIUM;28/05/1951 0:00;BALEN;BELGIUM;nonmember
159;AMERICA;GILBERT;81618357;DISSELSTRAAT;209;4203;BLANKENBERGE;BELGIUM;24/07/1952 0:00;HEVERLEE;BELGIUM;member
4997;AMERICA;ROBERT;96044057;KONINKLIJKESTRAAT;204;5697;UIKHOVEN;BELGIUM;21/12/1953 0:00;IEPER;BELGIUM;nonmember
8516;AMERICA;GUILLAUME;65906507;SCHOORSTRAAT;199;4043;TERNAT;BELGIUM;27/01/1957 0:00;NIEUWPOORT;BELGIUM;member
769;AMERICA;GERARD;44112823;LADDERSTRAAT;185;1199;NEEROETEREN;BELGIUM;28/05/1954 0:00;BREDENE;BELGIUM;nonmember
958;AMERICA;MATHIEU;92441110;EIKELENWEG;185;4746;MIDDELKERKE;BELGIUM;28/10/1966 0:00;ZUIENKERKE;BELGIUM;member
4287;AMERICA;DENISE;20002859;SCHIPPERSTRAAT;183;2984;LANAKEN;BELGIUM;4/03/1975 0:00;OPGRIMBIE;BELGIUM;nonmember
8759;AMERICA;LAMBERT;27328486;WAL;183;1499;REKEM;BELGIUM;25/01/1953 0:00;BOORSEM;BELGIUM;member
7978;AMERICA;FRANCISCUS;88450520;MOPERTINGENSTRAAT;181;3821;MIDDELKERKE;BELGIUM;28/03/1963 0:00;BRUGGE;BELGIUM;nonmember
208;AMERICA;KAREL;49321869;DISSELSTRAAT;176;4354;ATH;BELGIUM;27/06/1974 0:00;ZWEVEGEM;BELGIUM;member
3957;AMERICA;FREDDY;23454573;HANGVELD;174;2042;GENT;BELGIUM;27/01/1970 0:00;BRUSTEM;BELGIUM;nonmember
5947;AMERICA;CHARLES;21688923;KANAAL;173;3594;UIKHOVEN;BELGIUM;31/10/1958 0:00;ZWEVEGEM;BELGIUM;member
7242;AMERICA;SIBILIA;42738906;ISAEKSTRAAT;166;1719;NAMEN;BELGIUM;21/02/1967 0:00;MIDDELKERKE;BELGIUM;nonmember
5837;AMERICA;GUILLAUME;16829773;REINPADSTRAAT;160;3487;LUIK;BELGIUM;15/11/1965 0:00;NAMEN;BELGIUM;member
7769;AMERICA;MARIA;21400421;PAALSTEENLAAN;159;3912;UIKHOVEN;BELGIUM;31/10/1963 0:00;AALST;BELGIUM;nonmember
2307;AMERICA;MATHIEU;87723320;STEENWEG OP WIJCHMAAL;154;1420;MOLENBEEK;BELGIUM;13/12/1960 0:00;ATH;BELGIUM;member
4007;AMERICA;SIBILIA;56642232;HEIDESTRAAT;142;3664;MIDDELKERKE;BELGIUM;29/06/1953 0:00;BERCHEM;BELGIUM;nonmember
8177;AMERICA;GHISLAINE;49662927;KASTEELSTRAAT;139;1145;HOGNOUL;BELGIUM;25/09/1953 0:00;NEEROETEREN;BELGIUM;member
6446;AMERICA;ANDRE;70734020;KANAAL;138;2505;ZWEVEGEM;BELGIUM;19/09/1974 0:00;HEVERLEE;BELGIUM;nonmember
9566;AMERICA;JAN BAPTIST;61805349;OUD KANTOORSTRAAT;133;1923;UIKHOVEN;BELGIUM;11/01/1957 0:00;DIEPENBEEK;BELGIUM;member
9396;AMERICA;ANNA;90118530;STAATSBAAN;131;1331;LANAKEN;BELGIUM;15/12/1962 0:00;ZUTENDAAL;BELGIUM;nonmember
66;AMERICA;MARTIN;39239571;EUROPAPLEIN;123;5613;ATH;BELGIUM;30/12/1978 0:00;PEER;BELGIUM;member
5787;AMERICA;JOSEPHINE;41293205;TOEKOMSTLAAN;122;1819;REKEM;BELGIUM;26/09/1973 0:00;BEVERLO;BELGIUM;nonmember
7507;AMERICA;DESIRE;84057287;WEG NAAR ZUTENDAAL;119;4950;MOLENBEEK;BELGIUM;19/04/1968 0:00;DIEPENBEEK;BELGIUM;member
9349;AMERICA;KAREL;77474325;HEIRBAAN;109;2315;DILSEN-STOKKEM;BELGIUM;17/04/1954 0:00;WOLUWE;BELGIUM;nonmember
538;AMERICA;RAPHAEL;89036688;DOBBELSTEYNSTRAAT;108;3594;KOKSIJDE;BELGIUM;28/05/1957 0:00;ZEDELGEM;BELGIUM;member
8830;AMERICA;WILLY;31675462;VELDSTRAAT;106;1323;LEKE;BELGIUM;21/12/1963 0:00;KNOKKE;BELGIUM;nonmember
1217;AMERICA;DESIRE;69071602;LADDERSTRAAT;104;3343;ZUTENDAAL;BELGIUM;10/05/1960 0:00;VEURNE;BELGIUM;member
8750;AMERICA;GUSTAAF;77490825;TOEKOMSTLAAN;103;4634;MOLENBEEK;BELGIUM;1/02/1958 0:00;MIDDELKERKE;BELGIUM;nonmember
1299;AMERICA;THEODOOR;71784742;WEG NAAR GENEUTH;102;5513;LEUVEN;BELGIUM;20/03/1960 0:00;OOIGEM;BELGIUM;member
1068;AMERICA;JAN;75357743;REINPADSTRAAT;100;1964;GENT;BELGIUM;17/12/1952 0:00;GISTEL;BELGIUM;nonmember
3039;AMERICA;ANNA;19290468;GROENSTRAAT;98;5757;BRUGGE;BELGIUM;6/08/1957 0:00;LEFFINGE;BELGIUM;member
7608;AMERICA;OMER;35744982;BOUDEWIJNLAAN;98;1797;GISTEL;BELGIUM;12/02/1966 0:00;DILBEEK;BELGIUM;nonmember
8158;AMERICA;PAUL;52520482;WEG NAAR ZUTENDAAL;85;5223;LUIK;BELGIUM;19/11/1966 0:00;LANAKEN;BELGIUM;member
7699;AMERICA;LAMBERT;15799970;MOPERTINGENSTRAAT;70;5926;BRUSTEM;BELGIUM;18/06/1963 0:00;IZEGEM;BELGIUM;nonmember
7229;AMERICA;THEO;13049081;RIJKSWEG;65;1838;WENDUINE;BELGIUM;2/05/1979 0:00;ROESELARE;BELGIUM;member
5550;AMERICA;HERWIG;29044307;PAALSTEENLAAN;62;3830;BALEN;BELGIUM;17/10/1958 0:00;DIEPENBEEK;BELGIUM;nonmember
1367;AMERICA;ANTONIUS;48541266;RAAMSTRAAT;47;3775;ROESELARE;BELGIUM;17/06/1960 0:00;BRUSTEM;BELGIUM;member
4156;AMERICA;CHARLES;54777388;EIKELENWEG;46;3499;HOGNOUL;BELGIUM;4/07/1958 0:00;MIDDELKERKE;BELGIUM;nonmember
9959;AMERICA;PIETER;41749768;LIJSTERSTRAAT;42;4857;OOIGEM;BELGIUM;8/07/1963 0:00;PEER;BELGIUM;member
4098;AMERICA;GILBERT;40434708;SCHOORSTRAAT;36;5539;BRUGGE;BELGIUM;6/11/1951 0:00;BEVERLO;BELGIUM;nonmember
5282;AMERICA;ROBERT;73460416;HEIRBAAN;31;4077;BLANKENBERGE;BELGIUM;18/02/1964 0:00;HOGNOUL;BELGIUM;member
992;AMERICA;ARMAND;49517149;GENIESKENSSTRAAT;20;1236;DIEPENBEEK;BELGIUM;31/03/1954 0:00;WENDUINE;BELGIUM;nonmember
7827;AMERICA;LAMBERT;69256681;STAATSBAAN;19;5951;ZUIENKERKE;BELGIUM;16/02/1958 0:00;BRUSTEM;BELGIUM;member
4489;AMERICA;GHISLAINE;74294421;KAMPSTRAAT;6;2832;LEKE;BELGIUM;3/01/1973 0:00;REKEM;BELGIUM;nonmember
802;BACCUS;DENISE;25978405;FRAYENHOFSTRAAT;253;1256;NEEROETEREN;BELGIUM;22/02/1969 0:00;DIEPENBEEK;BELGIUM;member
5170;BACCUS;EDDY;14912562;REINPADSTRAAT;248;4002;LEUVEN;BELGIUM;23/06/1955 0:00;IZEGEM;BELGIUM;nonmember
5597;BACCUS;LUDOVICUS;91257727;BOUDEWIJNLAAN;247;4867;UIKHOVEN;BELGIUM;15/07/1959 0:00;ZUTENDAAL;BELGIUM;member
5312;BACCUS;MARTIN;31383577;DOBBELSTEYNSTRAAT;242;2361;BLANKENBERGE;BELGIUM;27/01/1957 0:00;VEURNE;BELGIUM;nonmember
9612;BACCUS;MARIE-GILBERT;78000462;VINKENSTRAAT;242;1714;MOLENBEEK;BELGIUM;16/05/1972 0:00;ZUIENKERKE;BELGIUM;member
6467;BACCUS;GODFRIED;63683120;SCHIPPERSTRAAT;241;2346;KOKSIJDE;BELGIUM;10/02/1952 0:00;WENDUINE;BELGIUM;nonmember
1342;BACCUS;GODFRIED;39719262;PAALSTEENLAAN;240;3184;LUIK;BELGIUM;15/05/1966 0:00;DIEPENBEEK;BELGIUM;member
6990;BACCUS;ANNA;29204566;POPULIERENLAAN;239;4778;NEEROETEREN;BELGIUM;6/10/1967 0:00;ZWEVEGEM;BELGIUM;nonmember
1792;BACCUS;PIERRE;34923059;REISTRAAT;237;2233;KNOKKE;BELGIUM;21/01/1965 0:00;BRUSSEL;BELGIUM;member
1789;BACCUS;SIBILIA;14519792;EIKELENWEG;236;1187;NAMEN;BELGIUM;6/07/1950 0:00;WENDUINE;BELGIUM;nonmember
1632;BACCUS;SYLVAIN;17341291;STAATSBAAN;228;5484;TERNAT;BELGIUM;30/09/1961 0:00;NIEUWPOORT;BELGIUM;member
5149;BACCUS;ANNA;23965574;KASTEELSTRAAT;226;2114;WENDUINE;BELGIUM;3/11/1953 0:00;GENT;BELGIUM;nonmember
898;BACCUS;EDDY;22967926;HEIRSTRAAT;225;3130;HOGNOUL;BELGIUM;14/08/1972 0:00;MOLENBEEK;BELGIUM;member
1959;BACCUS;MATHIEU;67213765;SCHIPPERSTRAAT;220;5944;BOORSEM;BELGIUM;8/09/1955 0:00;HOGNOUL;BELGIUM;nonmember
4169;BACCUS;ANTONIUS;93139400;ASPREMONT LYNDENLAAN;220;1503;MARIAKERKE;BELGIUM;8/05/1962 0:00;BILZEN;BELGIUM;member
286;BACCUS;LEON;91912107;KOMMELSTRAAT;218;3000;LUIK;BELGIUM;24/08/1957 0:00;DIEPENBEEK;BELGIUM;nonmember
642;BACCUS;MARIE-GILBERT;61762147;PASTOOR BREEMANSLAAN;215;3012;WENDUINE;BELGIUM;13/03/1957 0:00;DE PANNE;BELGIUM;member
4312;BACCUS;HERWIG;41742812;BEEKOMSTRAAT;211;3517;DOORNIK;BELGIUM;16/05/1951 0:00;NEEROETEREN;BELGIUM;nonmember
5848;BACCUS;ALFONS;41467238;HEGSTRAAT;209;4093;NEEROETEREN;BELGIUM;2/02/1951 0:00;WOLUWE;BELGIUM;member
1369;BACCUS;GUSTAAF;62446473;PIJPENPOORT;208;5645;BALEN;BELGIUM;3/12/1975 0:00;GISTEL;BELGIUM;nonmember
3942;BACCUS;JAAK;66820996;GENIESKENSSTRAAT;208;3129;DIEPENBEEK;BELGIUM;22/04/1953 0:00;UIKHOVEN;BELGIUM;member
2966;BACCUS;LAMBERT;81242606;DAVIDSTRAAT;206;5630;DOORNIK;BELGIUM;25/01/1955 0:00;KOKSIJDE;BELGIUM;nonmember
7718;BACCUS;ROBERT;15892017;RUITERSTRAAT;203;3523;ZWEVEGEM;BELGIUM;25/10/1952 0:00;MIDDELKERKE;BELGIUM;member
9410;BACCUS;LUDOVICUS;80883355;PUTSTRAAT;198;4385;UIKHOVEN;BELGIUM;27/02/1958 0:00;DILBEEK;BELGIUM;nonmember
8428;BACCUS;MARCEL;66578423;POPULIERENLAAN;194;3351;GISTEL;BELGIUM;28/02/1979 0:00;LANAKEN;BELGIUM;member
8372;BACCUS;ANTONIUS;92737793;VINKENSTRAAT;193;2414;ATH;BELGIUM;25/03/1954 0:00;PEER;BELGIUM;nonmember
8389;BACCUS;WILLY;52791120;BRUGSTRAAT;192;4586;MOLENBEEK;BELGIUM;15/01/1959 0:00;ZWEVEGEM;BELGIUM;member
4122;BACCUS;GUILLAUME;37142217;MAASEIKERSTEENWEG;191;3582;LUIK;BELGIUM;27/10/1978 0:00;LEFFINGE;BELGIUM;nonmember
8108;BACCUS;JAN BAPTIST;78115449;HILARION THANSLAAN;184;1046;KORTRIJK;BELGIUM;11/12/1953 0:00;ANTWERPEN;BELGIUM;member
2779;BACCUS;JAN HUBERT;47314163;PUTSTRAAT;177;3061;HEIST;BELGIUM;11/11/1961 0:00;DILSEN-STOKKEM;BELGIUM;nonmember
6592;BACCUS;ANNA;20949831;LANGEWEIDESTRAAT;165;4783;WOLUWE;BELGIUM;11/03/1970 0:00;IZEGEM;BELGIUM;member
790;BACCUS;GILBERT;95537665;PUTSTRAAT;164;1551;OOIGEM;BELGIUM;8/01/1976 0:00;MENEN;BELGIUM;nonmember
7196;BACCUS;SYLVAIN;40182970;HOENDERSTRAAT;123;5352;KNOKKE;BELGIUM;10/11/1961 0:00;ZUIENKERKE;BELGIUM;member
6409;BACCUS;GILBERT;23456972;HANGVELD;118;3890;DUINBERGEN;BELGIUM;17/06/1954 0:00;TERNAT;BELGIUM;nonmember
4207;BACCUS;HERWIG;21323890;BURG. PREVOTLAAN;115;1220;ANTWERPEN;BELGIUM;19/11/1950 0:00;LUIK;BELGIUM;member
3390;BACCUS;LUCIE;28181909;PATER VERBOISLAAN;111;1355;DILSEN-STOKKEM;BELGIUM;23/02/1966 0:00;PEER;BELGIUM;nonmember
9350;BACCUS;RAYMOND;26670723;O.L. VROUWESTRAAT;107;4087;NAMEN;BELGIUM;1/04/1961 0:00;DILBEEK;BELGIUM;member
5287;BACCUS;THEODOOR;39956898;KANAAL;103;2901;WOLUWE;BELGIUM;28/11/1974 0:00;DOORNIK;BELGIUM;nonmember
6607;BACCUS;KAREL;34492870;DOBBELSTEYNSTRAAT;101;1635;ANTWERPEN;BELGIUM;16/11/1955 0:00;STENE;BELGIUM;member
102;BACCUS;SIMON;86815838;STAATSBAAN;101;5100;MOLENBEEK;BELGIUM;27/07/1958 0:00;REKEM;BELGIUM;nonmember
1249;BACCUS;FRANS;79206318;GROENSTRAAT;99;2829;OPGRIMBIE;BELGIUM;29/06/1968 0:00;PEER;BELGIUM;member
3220;BACCUS;RAPHAEL;72122745;POPULIERENLAAN;98;2168;MOLENBEEK;BELGIUM;5/03/1987 0:00;STENE;BELGIUM;nonmember
2937;BACCUS;CAMILLE;68720532;BRUGSTRAAT;89;5075;WOLUWE;BELGIUM;15/07/1952 0:00;LANAKEN;BELGIUM;member
998;BACCUS;ANDRE;23798031;MOPERTINGENSTRAAT;80;5673;NIEUWPOORT;BELGIUM;18/12/1954 0:00;LEUVEN;BELGIUM;nonmember
1370;BACCUS;ARNOLDUS;52724272;HOEKSTRAAT;61;4227;GENT;BELGIUM;14/06/1952 0:00;DE PANNE;BELGIUM;member
1300;BACCUS;SYLVAIN;86188160;SCHIPPERSTRAAT;54;3560;LEUVEN;BELGIUM;4/05/1957 0:00;STENE;BELGIUM;nonmember
1587;BACCUS;JAAK;41194909;REINPADSTRAAT;50;2594;WENDUINE;BELGIUM;14/12/1955 0:00;MOLENBEEK;BELGIUM;member
6306;BACCUS;ANNA;58705411;DELSTRAAT;49;5838;GISTEL;BELGIUM;25/02/1964 0:00;ANTWERPEN;BELGIUM;nonmember
446;BACCUS;PAUL;96669199;STEENKUILSTRAAT;45;4034;HOGNOUL;BELGIUM;15/10/1952 0:00;OOIGEM;BELGIUM;member
2709;BACCUS;ARMAND;45448146;ZANDBERGSTRAAT;43;2685;BRASSCHAAT;BELGIUM;8/03/1977 0:00;AALST;BELGIUM;nonmember
828;BACCUS;CAMILLE;94490188;HOOLSTERBERG;42;1460;AALST;BELGIUM;2/11/1957 0:00;ROESELARE;BELGIUM;member
1689;BACCUS;DENISE;61343194;PASTOOR BREEMANSLAAN;40;5528;BLANKENBERGE;BELGIUM;8/02/1967 0:00;DILSEN-STOKKEM;BELGIUM;nonmember
6487;BACCUS;GERARD;40588996;HEIRSTRAAT;30;2578;TERNAT;BELGIUM;21/10/1954 0:00;NAMEN;BELGIUM;member
7570;BACCUS;RAYMOND;37733840;REKEMERSTRAAT;28;5339;NAMEN;BELGIUM;17/07/1953 0:00;KORTRIJK;BELGIUM;nonmember
1167;BACCUS;DESIRE;59497578;KANAAL;20;3683;HEVERLEE;BELGIUM;17/08/1964 0:00;BRUSSEL;BELGIUM;member
1832;BACCUS;ANTOON;75584661;STEENWEG OP WIJCHMAAL;18;5482;OOSTENDE;BELGIUM;23/07/1952 0:00;WENDUINE;BELGIUM;nonmember
3442;BACCUS;ROBERT;27276965;HENRI DUNANTSTRAAT;9;3247;TERNAT;BELGIUM;5/10/1951 0:00;DE HAAN;BELGIUM;member
9288;BACCUS;DESIRE;30470124;MANDELSEWEG;7;2132;BRASSCHAAT;BELGIUM;9/04/1961 0:00;LEKE;BELGIUM;nonmember
7546;BACCUS;WILHELMUS;53160761;SMISSTRAAT;6;2886;WOLUWE;BELGIUM;3/11/1952 0:00;NIEUWPOORT;BELGIUM;member
1678;BACCUS;LUCIEN;64735534;SMISSTRAAT;2;2499;OPGRIMBIE;BELGIUM;1/01/1952 0:00;ANTWERPEN;BELGIUM;nonmember
5969;BACCUS;ANDRE;75058195;TOEKOMSTLAAN;2;1948;DE PANNE;BELGIUM;9/05/1968 0:00;VEURNE;BELGIUM;member
2197;BAILLIEN;ROBERT;68016322;KASTEELSTRAAT;254;5835;ZUTENDAAL;BELGIUM;12/12/1979 0:00;BLANKENBERGE;BELGIUM;nonmember
7326;BAILLIEN;ALBERT;93152845;BURG. PREVOTLAAN;248;3686;NEEROETEREN;BELGIUM;28/05/1952 0:00;BRUSTEM;BELGIUM;member
9740;BAILLIEN;LUDOVICUS;47249714;WEG NAAR ZUTENDAAL;247;4551;BALEN;BELGIUM;19/08/1977 0:00;BRUSSEL;BELGIUM;nonmember
5438;BAILLIEN;SIBILIA;16644555;POPULIERENLAAN;239;4516;ANTWERPEN;BELGIUM;17/02/1962 0:00;DILSEN-STOKKEM;BELGIUM;member
6688;BAILLIEN;JOHANNES;37335806;EIKELENWEG;238;3320;BILZEN;BELGIUM;24/11/1955 0:00;MOLENBEEK;BELGIUM;nonmember
5980;BAILLIEN;ALICE;71438609;GROTESTRAAT;238;2315;BERCHEM;BELGIUM;15/12/1954 0:00;MOLENBEEK;BELGIUM;member
5359;BAILLIEN;PIERRE;80066368;DAVIDSTRAAT;232;4881;LANAKEN;BELGIUM;16/05/1966 0:00;LANAKEN;BELGIUM;nonmember
2657;BAILLIEN;HERWIG;12787143;MOPERTINGENSTRAAT;224;2386;ZEDELGEM;BELGIUM;11/05/1962 0:00;BEVERLO;BELGIUM;member
4099;BAILLIEN;FREDDY;90755943;PASTOOR GOOSSENSLAAN;218;1639;BOORSEM;BELGIUM;23/04/1967 0:00;KORTRIJK;BELGIUM;nonmember
7028;BAILLIEN;KAREL;74213661;RAAMSTRAAT;215;4784;IEPER;BELGIUM;22/08/1959 0:00;WOLUWE;BELGIUM;member
920;BAILLIEN;WILLY;53647269;BRUGSTRAAT;203;5434;DILBEEK;BELGIUM;22/01/1958 0:00;DE HAAN;BELGIUM;nonmember
8476;BAILLIEN;SYLVAIN;50892291;REKEMERSTRAAT;202;2353;DILBEEK;BELGIUM;18/07/1975 0:00;BRUGGE;BELGIUM;member
3128;BAILLIEN;JEAN;86351474;KOMMELSTRAAT;196;4645;KOKSIJDE;BELGIUM;10/11/1958 0:00;BRASSCHAAT;BELGIUM;nonmember
